"attributes.acceleration","attributes.sprintspeed","attributes.agility","attributes.balance","attributes.jumping","attributes.stamina","attributes.strength","attributes.reactions","attributes.aggression","attributes.composure","attributes.interceptions","attributes.positioning","attributes.vision","attributes.ballcontrol","attributes.crossing","attributes.dribbling","attributes.finishing","attributes.freekickaccuracy","attributes.headingaccuracy","attributes.longpassing","attributes.shortpassing","attributes.marking","attributes.shotpower","attributes.longshots","attributes.standingtackle","attributes.slidingtackle","attributes.volleys","attributes.curve","attributes.penalties","attributes.gkdiving","attributes.gkhandling","attributes.gkkicking","attributes.gkreflexes","attributes.gkpositioning","stats.attack","stats.defending","stats.skill","stats.power","stats.movement","stats.mentality","stats.goalkeeper","info.contract.jointeamdate","info.contract.enddate","info.contract.isloanedout","info.nation.id","info.nation.name","info.name.firstname","info.name.lastname","info.name.playerjerseyname","info.name.knownas","info.name.firstnameid","info.name.lastnameid","info.name.playerjerseynameid","info.playerid","info.total_attributes","info.overallrating","info.potential","info.birthdate","info.age","info.teams.club_team.id","info.teams.club_team.name","info.teams.club_team.leagueid","info.teams.club_team.domesticprestige","info.teams.club_team.profitability","info.teams.club_team.slug","info.teams.club_team.jerseynumber","info.league","info.headshot","info.haircolor","info.eyecolor","info.skintone","info.headtype","info.bodytype","info.preferredfoot","info.skillmoves","info.weafoot","info.internationalrep","info.ovrmodifier","info.release_clause","info.height","info.weight","info.gender","info.defensiveworkrate","info.attackingworkrate","info.real_face","info.isretiring","info.valueUSD","info.valueEUR","info.valueGBP","info.wageUSD","info.wageEUR","info.wageGBP","info.traits.trait1","info.traits.trait2","card_attrs.pac","card_attrs.sho","card_attrs.pas","card_attrs.dri","card_attrs.def","card_attrs.phy","primary_position","other_positions","updated","added","removed","slug","real_ovrs.0","real_ovrs.1","real_ovrs.2","real_ovrs.3","real_ovrs.4","real_ovrs.5","real_ovrs.6","real_ovrs.7","real_ovrs.8","real_ovrs.9","real_ovrs.10"
72,66,77,76,61,52,54,68,60,70,67,50,53,71,65,72,40,31,54,53,66,66,46,35,68,67,40,41,41,12,13,12,8,10,53,67,54,50,72,57,11,"2024-01-31","2027-06-01",0,21,"Germany","Noah","Katterbach","Katterbach","Noah Katterbach",27292,19064,19064,246666,1737,68,73,"2001-04-13T00:00:00.000Z",24,28,"Hamburger SV",19,2,2,"hamburger-sv",3,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p246666.png",4,2,2,4001,2,"Left",3,2,1,2,4600000,180,73,"Male",,,"No","No",2000000,1700000,1500000,11000,9300,8000,"","",69,42,52,72,64,57,"LB","RM | LM",false,false,false,"noah-katterbach",17,65,65,63,63,62,60,61,59,62,55
77,75,82,75,73,90,72,77,76,74,68,70,69,73,64,71,70,55,54,71,73,71,70,67,72,69,64,65,60,8,6,13,11,12,65,71,67,75,78,70,10,"2025-07-10","2028-06-01",0,52,"Argentina","Nicolás","Capaldo","Capaldo","Nicolás Capaldo",27077,6277,6277,246885,2097,73,74,"1998-09-14T00:00:00.000Z",26,28,"Hamburger SV",19,2,2,"hamburger-sv",24,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p246885.png",3,4,3,528,2,"Right",3,2,1,0,,177,73,"Male",,,"Yes","No",4200000,3600000,3100000,22500,19500,16500,"Relentless","",76,67,66,75,67,78,"CM","CDM | CB",false,false,false,"nicolas-capaldo",16,72,72,69,72,72,72,72,71,71,69
88,92,74,74,79,84,67,72,39,68,20,72,59,72,53,75,71,36,62,43,65,15,74,60,17,22,60,51,72,9,13,6,6,11,63,18,56,73,80,55,9,"2025-07-02","2029-06-01",0,18,"France","Rayan","Philippe","Philippe","Rayan Philippe",30902,29508,29508,251961,1781,72,77,"2000-10-23T00:00:00.000Z",24,28,"Hamburger SV",19,2,2,"hamburger-sv",14,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p251961.png",0,9,3,1528,1,"Left",3,2,1,0,,182,78,"Male",,,"Yes","No",4200000,3600000,3100000,20000,17000,14500,"Low Driven Shot","",90,68,51,73,27,67,"ST","RW | CAM",false,false,false,"rayan-philippe",16,52,48,39,44,70,60,68,71,71,71
85,77,81,80,79,74,64,69,48,66,40,69,67,71,61,74,70,42,68,59,68,37,70,66,42,35,60,63,60,15,10,9,7,6,66,38,62,71,79,59,10,"2022-07-01","2026-06-01",0,117,"Ghana","Ransford-Yeboah","Königsdörffer","Königsdörffer","Ransford-Yeboah Königsdörffer",30786,20616,20616,255036,1892,70,77,"2001-09-13T00:00:00.000Z",23,28,"Hamburger SV",19,2,2,"hamburger-sv",11,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p255036.png",0,9,6,1036,2,"Right",3,3,1,0,,182,78,"Male",,,"Yes","No",3800000,3200000,2800000,16000,13500,11500,"Precision Header, Acrobatic, Rapid","",81,66,60,74,44,66,"ST","CAM | RW",false,false,false,"ransford-yeboah-konigsdorffer",16,58,56,51,55,70,65,70,70,71,70
56,64,53,53,78,63,77,71,72,68,72,34,51,66,44,59,25,32,73,62,71,71,52,33,74,72,31,44,41,9,7,13,14,10,49,73,53,61,60,57,11,"2026-02-02","2030-06-01",0,214,"Comoros","Warmed","Omari","Omari","Warmed Omari",38543,28094,28094,256854,1715,72,76,"2000-04-23T00:00:00.000Z",25,28,"Hamburger SV",19,2,2,"hamburger-sv",17,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p256854.png",0,9,7,1035,5,"Right",2,3,1,0,,188,76,"Male",,,"Yes","No",3400000,2900000,2500000,19000,16000,14000,"","",60,36,51,62,72,73,"CB","-",false,false,false,"warmed-omari",16,65,67,72,69,56,60,55,53,53,52
76,74,85,84,71,78,65,69,68,76,64,73,75,75,69,75,70,62,55,71,74,62,67,64,64,62,62,70,56,8,12,13,9,6,66,63,71,69,78,69,10,"2024-07-15","2026-06-30",1,13,"Denmark","Albert","Grønbæk","Grønbæk","Albert Grønbæk",1341,13882,13882,256949,2064,73,78,"2001-05-23T00:00:00.000Z",24,74,"Stade Rennais",16,6,5,"stade-rennais",23,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p256949.png",15,8,2,2019,1,"Right",4,3,1,0,,181,65,"Male",,,"No","No",5500000,4600000,4000000,21000,18000,15500,"Incisive Pass, Technical","",75,65,70,77,61,71,"CAM","CM | LM | ST",false,false,false,"albert-gronbaek",15,69,67,64,68,73,72,73,72,73,69
73,70,77,71,56,66,48,78,58,76,59,76,82,79,76,79,74,72,46,80,81,59,76,76,60,48,67,76,72,9,5,15,6,13,69,56,78,65,74,71,10,"2022-07-01","2026-06-30",1,38,"Portugal","Fábio Daniel","Ferreira Vieira","Fábio Vieira","Fábio Vieira",12481,11835,12493,256958,2059,77,81,"2000-05-30T00:00:00.000Z",25,1,"Arsenal",13,10,9,"arsenal",20,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p256958.png",0,5,2,2508,1,"Left",3,3,1,0,,173,61,"Male",,,"Yes","No",17000000,14500000,12500000,110000,94000,81000,"Dead Ball, Tiki Taka","",72,74,78,77,54,57,"CM","CAM | RW | CDM",false,false,false,"fabio-daniel-ferreira-vieira",16,67,65,58,67,76,76,78,76,77,71
56,58,49,46,65,26,61,67,23,41,15,14,58,25,16,17,12,16,12,35,32,15,51,12,15,15,13,15,18,71,66,68,70,68,17,15,22,43,56,29,69,"2026-01-22","2030-06-01",0,36,"Norway","Sander","Tangvik","Tangvik","Sander Tangvik",32634,35749,35749,257568,1241,70,79,"2002-11-29T00:00:00.000Z",22,28,"Hamburger SV",19,2,2,"hamburger-sv",12,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p257568.png",2,1,1,2002,4,"Right",1,2,1,1,,193,80,"Male",,,"No","No",3700000,3100000,2700000,8000,6700,5800,"","GK Footwork, GK Cross Claimer",57,20,29,41,14,44,"GK","-",false,false,false,"sander-tangvik",68,27,26,26,28,31,32,33,31,30,29
77,78,74,81,65,69,53,62,64,60,60,64,59,66,68,66,40,33,55,66,68,62,63,33,68,68,33,54,44,14,9,7,10,11,53,66,57,57,75,59,11,"2022-08-31","2026-06-01",0,18,"France","William","Mikelbrencis","Mikelbrencis","William Mikelbrencis",38818,25105,25105,262045,1804,69,80,"2004-02-25T00:00:00.000Z",21,28,"Hamburger SV",19,2,2,"hamburger-sv",2,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p262045.png",3,4,3,3,1,"Right",2,2,1,2,,182,64,"Male",,,"Yes","No",3500000,3000000,2600000,10000,8600,7400,"","",78,46,58,68,63,63,"RB","RM",false,false,false,"william-mikelbrencis",16,66,66,62,64,65,63,62,61,63,58
89,89,87,83,78,74,73,59,66,65,21,68,57,78,60,80,77,52,52,60,68,24,77,70,26,23,73,70,52,5,12,11,11,8,66,25,68,75,82,55,10,"2025-01-15","2026-06-30",1,133,"Nigeria","Philip","Otele","Otele","Philip Otele",29506,28377,28377,266395,1898,73,73,"1999-04-15T00:00:00.000Z",26,896,"FC Basel",189,10,5,"fc-basel",27,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p266395.png",0,9,9,1021,1,"Right",3,5,1,1,,178,80,"Male",,,"No","No",3900000,3300000,2900000,21500,18000,15500,"Precision Header, Acrobatic, Rapid","",89,70,61,75,29,73,"LM","LW | ST",false,false,false,"philip-otele",14,53,49,43,49,72,63,71,72,73,72
67,64,58,63,76,84,76,68,74,65,75,40,44,62,57,59,53,49,64,69,74,75,59,48,72,72,40,50,48,11,14,12,14,10,58,73,58,69,64,58,13,"2024-07-01","2028-06-01",0,123,"Libya","Daniel","Elfadli","Elfadli","Daniel Elfadli",8495,10554,10554,269962,1866,72,73,"1997-04-06T00:00:00.000Z",28,28,"Hamburger SV",19,2,2,"hamburger-sv",8,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p269962.png",3,2,3,2020,4,"Right",2,3,1,0,4500000,188,78,"Male",,,"Yes","No",2600000,2200000,1900000,20500,17500,15000,"Long Ball Pass, Intercept","",66,48,57,63,72,78,"CB","CDM | CM",false,false,false,"daniel-elfadli",18,69,70,72,71,61,63,58,57,58,58
84,85,78,75,71,78,68,65,76,59,65,63,59,66,67,69,49,46,49,61,66,58,64,56,64,66,52,56,40,10,9,6,12,10,57,63,60,68,78,61,10,"2023-01-01","2026-06-30",1,20,"Georgia","Giorgi","Gocholeishvili","Gocholeishvili","Giorgi Gocholeishvili",13314,13436,13436,274722,1902,70,74,"2001-02-14T00:00:00.000Z",24,101059,"Shakhtar Donetsk",76,10,3,"shakhtar-donetsk",16,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p274722.png",3,4,3,2002,1,"Right",3,3,1,2,,178,70,"Male",,,"Yes","No",2500000,2100000,1800000,12000,10000,8800,"Jockey, Anticipate","Career One Club Player",85,54,59,69,60,73,"RB","RM",false,false,false,"giorgi-gocholeishvili",16,68,67,64,65,67,64,64,64,66,61
67,74,55,50,80,71,75,69,43,59,18,72,51,69,44,64,73,40,73,41,64,20,66,61,18,20,59,68,68,12,7,11,9,15,63,20,57,71,63,52,11,"2025-07-09","2026-06-30",1,95,"United States","Damion","Downs","Downs","Damion Downs",8426,9784,9784,274944,1686,70,80,"2004-07-06T00:00:00.000Z",20,17,"Southampton",14,10,7,"southampton",19,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p274944.png",0,9,5,1006,4,"Right",2,3,1,0,,192,80,"Male",,,"No","No",4200000,3500000,3000000,29000,24500,21000,"","",71,67,51,61,30,67,"ST","-",false,false,false,"damion-downs",17,46,44,41,43,63,56,63,67,64,69
53,64,44,43,85,69,85,74,78,66,75,49,55,70,38,64,61,53,85,75,78,76,78,59,81,76,43,38,53,9,11,7,12,13,61,78,60,76,56,63,11,"2025-06-01","2026-06-30",1,10,"Croatia","Luka","Vušković","L. Vušković","Luka Vušković",22372,38276,49325,275192,1920,78,88,"2007-02-24T00:00:00.000Z",18,18,"Tottenham Hotspur",13,7,8,"tottenham-hotspur",44,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p275192.png",6,4,2,17,4,"Right",2,3,1,0,,193,86,"Male",,,"Yes","No",32500000,27500000,23500000,67000,56000,48500,"Precision Header, Acrobatic, Long Ball Pass, Aerial Fortress","",59,57,56,60,79,79,"CB","-",false,false,false,"luka-vuskovic",17,68,70,78,75,62,68,64,64,60,67
68,61,66,71,92,89,85,71,85,73,74,64,69,74,56,70,55,39,73,73,76,73,74,62,76,75,39,44,39,11,11,8,12,14,60,75,60,81,68,68,12,"2025-06-02","2028-06-01",0,21,"Germany","Nicolai","Remberg","Remberg","Nicolai Remberg",27065,31073,31073,276119,2022,73,76,"2000-06-19T00:00:00.000Z",25,28,"Hamburger SV",19,2,2,"hamburger-sv",21,19,"https://cmtracker.fra1.cdn.digitaloceanspaces.com/DB/26/heads/p276119.png",19,4,2,1541,5,"Right",2,3,1,0,,187,88,"Male",,,"Yes","No",4700000,4000000,3400000,21500,18500,16000,"Aerial Fortress, Bruiser","",65,56,60,71,74,88,"CM","CDM",false,false,false,"nicolai-remberg",18,72,72,76,75,68,72,69,68,66,67
